,id,Unnamed: 0,Source,worth,worthChange,realTimeWorth,realTimePosition
1269,7950,1321,Finance and Investments  ==> investments,2.0 BUSD,0.0 millions USD,,1236
1270,2940,1322,Food and Beverage  ==> Cargill,2.0 BUSD,0.0 millions USD,,1222
1271,5905,1323,"Real Estate  ==> utilities, real estate",2.0 BUSD,0.0 millions USD,,1429
1272,9053,1324,Fashion & Retail  ==> cosmetics,2.0 BUSD,0.0 millions USD,,1044
1273,8957,1325,Food and Beverage  ==> Cargill,2.0 BUSD,0.0 millions USD,,1221
1274,4758,1326,"Energy  ==> oil & gas, investments",2.0 BUSD,0.0 millions USD,,1075
1275,8262,1327,Manufacturing  ==> hydraulic machinery,2.0 BUSD,0.0 millions USD,,1227
1276,4127,1328,Manufacturing  ==> tires,2.0 BUSD,0.0 millions USD,,1428
1277,7436,1329,Real Estate  ==> real estate,2.0 BUSD,0.0 millions USD,,1610
1278,8361,1330,Healthcare  ==> medical equipment,2.0 BUSD,0.0 millions USD,,1259
1279,4367,1331,Gambling & Casinos  ==> video games,2.0 BUSD,0.0 millions USD,,1240
1280,2352,1332,"Telecom  ==> telecom, investments",2.0 BUSD,0.0 millions USD,,1544
1281,9595,1333,Media & Entertainment  ==> Bloomberg LP,2.0 BUSD,0.0 millions USD,,1124
1282,5342,1334,Healthcare  ==> pharmaceuticals,2.0 BUSD,0.0 millions USD,,1224
1283,1365,1335,Diversified  ==> diversified,1.9 BUSD,5.485 millions USD,,1281
1284,6593,1336,"Diversified  ==> engineering, energy, construction",1.9 BUSD,0.001 millions USD,,1600
1285,7789,1337,Manufacturing  ==> chemicals,1.9 BUSD,0.0 millions USD,,1353
1286,6280,1338,Manufacturing  ==> fasteners,1.9 BUSD,0.0 millions USD,,1328
1287,2306,1339,Fashion & Retail  ==> retail,1.9 BUSD,0.0 millions USD,,1369
1288,7239,1340,Logistics  ==> shipping,1.9 BUSD,0.0 millions USD,,1330
1289,2961,1341,Diversified  ==> diversified,1.9 BUSD,0.0 millions USD,,1358
1290,7010,1342,Healthcare  ==> pharmaceuticals,1.9 BUSD,0.0 millions USD,,1251
1291,9973,1343,Finance and Investments  ==> banking,1.9 BUSD,0.0 millions USD,,1363
1292,2703,1344,Finance and Investments  ==> hedge funds,1.9 BUSD,0.0 millions USD,,1171
1293,9137,1345,Manufacturing  ==> aviation,1.9 BUSD,0.0 millions USD,,1072
1294,4166,1346,Fashion & Retail  ==> fashion retail,1.9 BUSD,0.0 millions USD,,1421
1295,2145,1347,Finance and Investments  ==> investments,1.9 BUSD,0.0 millions USD,,989
1296,7455,1348,Finance and Investments  ==> investments,1.9 BUSD,0.0 millions USD,,1318
1297,1422,1349,"Real Estate  ==> real estate, education",1.9 BUSD,0.0 millions USD,,1400
1298,9660,1350,Automotive  ==> automotive,1.9 BUSD,0.0 millions USD,,1298
1299,7530,1351,Finance and Investments  ==> banking,1.9 BUSD,0.0 millions USD,,1311
1300,7293,1352,"Manufacturing  ==> vacuums, cleaning products",1.9 BUSD,0.0 millions USD,,1572
1301,3514,1353,Fashion & Retail  ==> fashion retail,1.9 BUSD,0.0 millions USD,,1422
1302,6256,1354,Fashion & Retail  ==> retail,1.9 BUSD,0.0 millions USD,,1190
1303,9743,1355,"Diversified  ==> computer services, tourism",1.9 BUSD,0.001 millions USD,,1418
1304,5936,1356,Metals & Mining  ==> cobalt mining,1.9 BUSD,0.0 millions USD,,1774
1305,1942,1357,Manufacturing  ==> petrochemicals,1.9 BUSD,0.0 millions USD,,1215
1306,1390,1358,Manufacturing  ==> petrochemicals,1.9 BUSD,0.0 millions USD,,1216
1307,9025,1359,Diversified  ==> diversified,1.9 BUSD,-0.268 millions USD,,1268
1308,4792,1360,Fashion & Retail  ==> art collection,1.9 BUSD,0.0 millions USD,,1325
1309,2268,1361,"Finance and Investments  ==> metals, banking, fertilizers",1.9 BUSD,0.0 millions USD,,1347
1310,8678,1362,Technology  ==> software services,1.9 BUSD,0.0 millions USD,,1307
1311,2074,1363,Service  ==> education,1.9 BUSD,0.0 millions USD,,1323
1312,8696,1364,Finance and Investments  ==> mutual funds,1.9 BUSD,0.0 millions USD,,1382
1313,5614,1365,"Service  ==> hotels, investments",1.9 BUSD,0.0 millions USD,,1272
1314,5543,1366,Manufacturing  ==> hand tools,1.9 BUSD,0.0 millions USD,,1395
1315,1631,1367,Finance and Investments  ==> investments,1.9 BUSD,-0.7170000000000001 millions USD,,1491
1316,7408,1368,Diversified  ==> processed milk,1.9 BUSD,0.0 millions USD,,1515
1317,5903,1369,Fashion & Retail  ==> sports apparel,1.9 BUSD,307.971 millions USD,,1184
1318,5369,1370,Fashion & Retail  ==> winter jackets,1.9 BUSD,0.0 millions USD,,938
1319,8158,1371,Real Estate  ==> real estate,1.9 BUSD,0.0 millions USD,,1253
1320,8918,1372,Finance and Investments  ==> investments,1.9 BUSD,0.0 millions USD,,1329
1321,7924,1373,Technology  ==> software,1.9 BUSD,0.0 millions USD,,1077
1322,9162,1374,Manufacturing  ==> petrochemicals,1.9 BUSD,0.0 millions USD,,1217
1323,4053,1375,Fashion & Retail  ==> drugstores,1.9 BUSD,0.0 millions USD,,1082
1324,8575,1376,Metals & Mining  ==> steel smelting,1.9 BUSD,0.0 millions USD,,1340
1325,4980,1377,Technology  ==> Twitter,1.9 BUSD,0.0 millions USD,,1047
1326,2358,1378,Food and Beverage  ==> fish farming,1.9 BUSD,0.0 millions USD,,945
1327,2644,1379,Fashion & Retail  ==> footwear,1.9 BUSD,0.0 millions USD,,1406
1328,3604,1380,Diversified  ==> fertilizer,1.9 BUSD,0.001 millions USD,,1604
1329,5213,1381,Finance and Investments  ==> investments,1.9 BUSD,0.0 millions USD,,1313
1330,5226,1382,Technology  ==> software,1.9 BUSD,0.0 millions USD,,1230
1331,1409,1383,"Fashion & Retail  ==> retail, investments",1.9 BUSD,0.001 millions USD,,1456
1332,2205,1384,Energy  ==> batteries,1.9 BUSD,0.0 millions USD,,1292
1333,4255,1385,Diversified  ==> valves,1.9 BUSD,0.0 millions USD,,1286
1334,2315,1386,Fashion & Retail  ==> supermarket,1.9 BUSD,0.0 millions USD,,1567
1335,3513,1387,Diversified  ==> investments,1.9 BUSD,0.001 millions USD,,1303
1336,8356,1388,Real Estate  ==> real estate,1.9 BUSD,0.0 millions USD,,1331
1337,5918,1389,"Manufacturing  ==> vacuums, home cleaning products",1.9 BUSD,0.0 millions USD,,1573
1338,3416,1390,Fashion & Retail  ==> real estate,1.8 BUSD,0.0 millions USD,,1432
1339,3902,1391,Real Estate  ==> real estate,1.8 BUSD,0.0 millions USD,,1261
1340,3462,1392,Healthcare  ==> pharmaceuticals,1.8 BUSD,0.0 millions USD,,1134
1341,7769,1393,"Metals & Mining  ==> mining, commodities",1.8 BUSD,-0.213 millions USD,,1320
1342,7592,1394,Finance and Investments  ==> investments,1.8 BUSD,0.0 millions USD,,1370
1343,1727,1395,Energy  ==> oil,1.8 BUSD,0.0 millions USD,,1440
1344,7699,1396,Finance and Investments  ==> banking,1.8 BUSD,0.0 millions USD,,1376
1345,6894,1397,Healthcare  ==> medical technology,1.8 BUSD,0.0 millions USD,,1448
1346,5840,1398,Healthcare  ==> medical technology,1.8 BUSD,0.0 millions USD,,1449
1347,1810,1399,Healthcare  ==> medical technology,1.8 BUSD,0.0 millions USD,,1450
1348,3501,1400,Food and Beverage  ==> consumer goods,1.8 BUSD,0.0 millions USD,,1284
1349,9549,1401,Finance and Investments  ==> asset management,1.8 BUSD,0.0 millions USD,,1410
1350,2235,1402,Manufacturing  ==> chemicals,1.8 BUSD,0.001 millions USD,,1332
1351,2889,1403,Manufacturing  ==> paper manufacturing,1.8 BUSD,0.0 millions USD,,1337
1352,7042,1404,"Manufacturing  ==> shipbuilding, industrial machines",1.8 BUSD,0.0 millions USD,,1848
1353,6083,1405,Food and Beverage  ==> fast food,1.8 BUSD,-0.001 millions USD,,1334
1354,2718,1406,Manufacturing  ==> electric components,1.8 BUSD,0.0 millions USD,,1505
1355,6547,1407,Manufacturing  ==> shipbuilding,1.8 BUSD,0.0 millions USD,,1521
1356,4931,1408,Fashion & Retail  ==> shoes,1.8 BUSD,-0.001 millions USD,,1476
1357,3630,1409,"Diversified  ==> energy, chemicals",1.8 BUSD,0.0 millions USD,,1356
1358,6445,1410,Energy  ==> oil & gas,1.8 BUSD,-1.14 millions USD,,1481
1359,2418,1411,Service  ==> hotels,1.8 BUSD,0.0 millions USD,,1291
1360,6790,1412,Construction & Engineering  ==> construction,1.8 BUSD,0.0 millions USD,,1475
1361,1986,1413,"Sports  ==> Nascar, racing",1.8 BUSD,0.0 millions USD,,1351
1362,1864,1414,Technology  ==> software services,1.8 BUSD,0.0 millions USD,,1295
1363,2026,1415,Finance and Investments  ==> finance,1.8 BUSD,0.0 millions USD,,1374
1364,7997,1416,Finance and Investments  ==> Berkshire Hathaway,1.8 BUSD,0.0 millions USD,,1373
1365,3568,1417,Real Estate  ==> real estate,1.8 BUSD,0.001 millions USD,,1725
1366,5153,1418,Finance and Investments  ==> investments,1.8 BUSD,-0.001 millions USD,,1345
1367,4037,1419,Healthcare  ==> healthcare,1.8 BUSD,-0.177 millions USD,,1716
1368,9665,1420,Fashion & Retail  ==> Estee Lauder,1.8 BUSD,0.0 millions USD,,1234
1369,7279,1421,Healthcare  ==> pharmaceuticals,1.8 BUSD,-0.001 millions USD,,1245
1370,8831,1422,Healthcare  ==> medical devices,1.8 BUSD,-2.4290000000000003 millions USD,,1434
1371,3000,1423,Technology  ==> software,1.8 BUSD,0.0 millions USD,,1246
1372,1504,1424,Energy  ==> oil & gas,1.8 BUSD,0.0 millions USD,,1463
1373,2853,1425,"Service  ==> hotels, investments",1.8 BUSD,0.0 millions USD,,1372
1374,4692,1426,Media & Entertainment  ==> movie theaters,1.8 BUSD,0.0 millions USD,,1483
1375,7671,1427,Finance and Investments  ==> finance,1.8 BUSD,0.0 millions USD,,1293
1376,1505,1428,Service  ==> Comcast,1.8 BUSD,0.002 millions USD,,1471
1377,5459,1429,Healthcare  ==> pharmaceuticals,1.8 BUSD,0.0 millions USD,,1615
1378,3459,1430,Finance and Investments  ==> finance,1.8 BUSD,0.0 millions USD,,1411
1379,2093,1431,Finance and Investments  ==> investments,1.8 BUSD,0.0 millions USD,,1341
1380,1937,1432,Technology  ==> software,1.8 BUSD,0.0 millions USD,,1241
1381,6630,1433,Service  ==> hotels,1.8 BUSD,0.0 millions USD,,1365
1382,7513,1434,Automotive  ==> auto parts,1.8 BUSD,0.0 millions USD,,1533
1383,2182,1435,Automotive  ==> auto parts,1.8 BUSD,0.0 millions USD,,1534
1384,2036,1436,Manufacturing  ==> metals. coal,1.8 BUSD,0.0 millions USD,,1522
1385,6204,1437,Automotive  ==> automotive,1.8 BUSD,0.0 millions USD,,1390
1386,6253,1438,Food and Beverage  ==> greek yogurt,1.8 BUSD,0.0 millions USD,,1384
1387,8884,1439,Manufacturing  ==> building materials,1.8 BUSD,0.0 millions USD,,1352
1388,8742,1440,Healthcare  ==> pharmaceuticals,1.8 BUSD,0.0 millions USD,,925
1389,3421,1441,Healthcare  ==> medical devices,1.8 BUSD,0.0 millions USD,,1409
1390,2174,1442,Real Estate  ==> real estate,1.8 BUSD,0.0 millions USD,,1161
1391,1679,1443,Food and Beverage  ==> beverages,1.8 BUSD,0.0 millions USD,,1271
1392,9199,1444,Real Estate  ==> real estate,1.8 BUSD,0.0 millions USD,,1359
1393,9226,1445,Real Estate  ==> real estate,1.7 BUSD,0.0 millions USD,,1447
1394,6974,1446,Finance and Investments  ==> investment banking,1.7 BUSD,0.0 millions USD,,1419
1395,3781,1447,Finance and Investments  ==> security,1.7 BUSD,3.253 millions USD,,1417
1396,5082,1448,"Finance and Investments  ==> banking, development",1.7 BUSD,0.0 millions USD,,1527
1397,3586,1449,Media & Entertainment  ==> TV broadcasting,1.7 BUSD,0.0 millions USD,,1468
1398,7832,1450,Diversified  ==> diversified,1.7 BUSD,0.0 millions USD,,1541
1399,3851,1451,Real Estate  ==> real estate,1.7 BUSD,0.0 millions USD,,1464
1400,9503,1452,Metals & Mining  ==> mining,1.7 BUSD,0.0 millions USD,,1416
1401,4466,1453,Automotive  ==> auto parts,1.7 BUSD,0.0 millions USD,,1547
1402,2014,1454,Healthcare  ==> medical technology,1.7 BUSD,0.0 millions USD,,1489
1403,6425,1455,Fashion & Retail  ==> luxury goods,1.7 BUSD,0.0 millions USD,,1364
1404,8722,1456,Fashion & Retail  ==> luxury goods,1.7 BUSD,0.0 millions USD,,1310
1405,8368,1457,Logistics  ==> package delivery,1.7 BUSD,0.0 millions USD,,1855
1406,7943,1458,Technology  ==> eletronics,1.7 BUSD,0.0 millions USD,,1226
1407,2660,1459,Healthcare  ==> pharmaceuticals,1.7 BUSD,0.0 millions USD,,1343
1408,8238,1460,Food and Beverage  ==> meat processing,1.7 BUSD,0.0 millions USD,,1401
1409,3001,1461,Gambling & Casinos  ==> casinos,1.7 BUSD,0.0 millions USD,,1503
1410,7451,1462,Fashion & Retail  ==> fashion retail,1.7 BUSD,0.0 millions USD,,1682
1411,4724,1463,Fashion & Retail  ==> luxury goods,1.7 BUSD,0.0 millions USD,,1552
1412,4476,1464,Technology  ==> messaging app,1.7 BUSD,0.0 millions USD,,1426
1413,8202,1465,Manufacturing  ==> chemicals,1.7 BUSD,-0.068 millions USD,,1457
1414,6643,1466,Service  ==> Gap,1.7 BUSD,0.0 millions USD,,1386
1415,1568,1467,Fashion & Retail  ==> Gap,1.7 BUSD,0.0 millions USD,,1362
1416,3827,1468,Fashion & Retail  ==> luxury goods,1.7 BUSD,0.0 millions USD,,1528
1417,8669,1469,Finance and Investments  ==> insurance,1.7 BUSD,0.0 millions USD,,1462
1418,7273,1470,Technology  ==> information technology,1.7 BUSD,0.0 millions USD,,1289
1419,5990,1471,Real Estate  ==> real estate,1.7 BUSD,0.0 millions USD,,1470
1420,8503,1472,"Diversified  ==> tourism, construction",1.7 BUSD,0.0 millions USD,,1659
1421,1586,1473,Healthcare  ==> pharmaceuticals,1.7 BUSD,0.0 millions USD,,1526
1422,5094,1474,Fashion & Retail  ==> retail,1.7 BUSD,0.0 millions USD,,1693
1423,3692,1475,"Energy  ==> oil & gas, investments",1.7 BUSD,0.0 millions USD,,1391
1424,3007,1476,Real Estate  ==> real estate,1.7 BUSD,0.0 millions USD,,1451
1425,8126,1477,Energy  ==> coal,1.7 BUSD,0.0 millions USD,,1472
1426,3632,1478,Manufacturing  ==> chemicals,1.7 BUSD,0.0 millions USD,,1601
1427,8818,1479,Automotive  ==> auto parts,1.7 BUSD,0.0 millions USD,,1585
1428,2876,1480,Metals & Mining  ==> coal,1.7 BUSD,0.0 millions USD,,1306
1429,9775,1481,Diversified  ==> diversified,1.7 BUSD,0.0 millions USD,,1486
1430,2330,1482,"Energy  ==> oil, investments",1.7 BUSD,0.0 millions USD,,1402
1431,2968,1483,Diversified  ==> manufacturing,1.7 BUSD,0.0 millions USD,,1460
1432,8993,1484,Finance and Investments  ==> hedge funds,1.7 BUSD,0.0 millions USD,,1436
1433,8107,1485,Manufacturing  ==> machine tools,1.7 BUSD,0.0 millions USD,,1562
1434,6076,1486,Manufacturing  ==> machine tools,1.7 BUSD,0.0 millions USD,,1563
1435,4924,1487,Manufacturing  ==> construction equipment,1.7 BUSD,0.0 millions USD,,1264
1436,6474,1488,Real Estate  ==> real estate,1.7 BUSD,0.0 millions USD,,1424
1437,6924,1489,Energy  ==> oil trading,1.7 BUSD,0.0 millions USD,,1469
1438,7998,1490,Manufacturing  ==> paper manufacturing,1.7 BUSD,0.0 millions USD,,1397
1439,7438,1491,Manufacturing  ==> LED lighting,1.7 BUSD,0.0 millions USD,,1280
1440,9111,1492,"Food and Beverage  ==> coffee, shipping",1.7 BUSD,0.0 millions USD,,1487
1441,3492,1493,Automotive  ==> automobiles,1.7 BUSD,0.0 millions USD,,1254
1442,6727,1494,Food and Beverage  ==> consumer goods,1.7 BUSD,0.0 millions USD,,1336
1443,9456,1495,Telecom  ==> telecom,1.7 BUSD,0.0 millions USD,,1385
1444,1906,1496,Real Estate  ==> WeWork,1.7 BUSD,0.0 millions USD,,1404
1445,3060,1497,Sports  ==> wrestling,1.7 BUSD,0.0 millions USD,,871
1446,7407,1498,Manufacturing  ==> manufacturing,1.7 BUSD,0.0 millions USD,,1317
1447,8573,1499,Healthcare  ==> medical patents,1.7 BUSD,0.0 millions USD,,1425
1448,6706,1500,Energy  ==> oil refinery,1.7 BUSD,0.0 millions USD,,1379
1449,4930,1501,Diversified  ==> diversified,1.7 BUSD,0.0 millions USD,,1420
1450,6966,1502,Logistics  ==> Transportation,1.7 BUSD,0.0 millions USD,,1603
1451,5351,1503,Finance and Investments  ==> Berkshire Hathaway,1.7 BUSD,0.0 millions USD,,1459
1452,1835,1504,Finance and Investments  ==> investment,1.7 BUSD,0.0 millions USD,,1635
1453,3785,1505,Real Estate  ==> real estate,1.7 BUSD,0.0 millions USD,,1342
1454,4593,1506,Diversified  ==> diversified,1.7 BUSD,0.0 millions USD,,1540
1455,8496,1507,Real Estate  ==> real estate,1.7 BUSD,0.0 millions USD,,1438
1456,9553,1508,Manufacturing  ==> sneakers,1.7 BUSD,0.0 millions USD,,914
1457,9316,1509,Finance and Investments  ==> investments,1.7 BUSD,0.0 millions USD,,1433
1458,5253,1510,Automotive  ==> cars,1.7 BUSD,0.0 millions USD,,1319
1459,8972,1511,Real Estate  ==> real estate,1.7 BUSD,0.001 millions USD,,1785
1460,7458,1512,Technology  ==> financial information,1.7 BUSD,0.0 millions USD,,1309
1461,6732,1513,Diversified  ==> diversified,1.7 BUSD,0.0 millions USD,,1566
1462,7519,1514,Metals & Mining  ==> steel,1.7 BUSD,0.0 millions USD,,1367
1463,5155,1515,Service  ==> financial technology,1.7 BUSD,0.0 millions USD,,1407
1464,5515,1516,"Metals & Mining  ==> gold, coal mining",1.7 BUSD,0.0 millions USD,,1445
1465,4650,1517,Finance and Investments  ==> hedge funds,1.7 BUSD,0.0 millions USD,,1403
1466,7788,1518,Real Estate  ==> investments,1.7 BUSD,-0.001 millions USD,,1348
1467,1278,1519,Fashion & Retail  ==> pet food,1.7 BUSD,0.0 millions USD,,1538
1468,1938,1520,"Logistics  ==> transport, engineering, real estate",1.7 BUSD,0.0 millions USD,,1482
1469,8379,1521,Media & Entertainment  ==> online media,1.7 BUSD,0.0 millions USD,,1437
1470,4805,1522,Real Estate  ==> real estate,1.7 BUSD,0.0 millions USD,,1444
1471,5030,1523,Manufacturing  ==> electrical equipment,1.7 BUSD,0.0 millions USD,,1413
1472,3690,1524,Real Estate  ==> real estate,1.7 BUSD,-0.179 millions USD,,1488
1473,6698,1525,Healthcare  ==> medical equipment,1.7 BUSD,0.0 millions USD,,1360
1474,8794,1526,"Diversified  ==> food, art",1.7 BUSD,0.0 millions USD,,1710
1475,5916,1527,Logistics  ==> logistics,1.7 BUSD,0.0 millions USD,,1576
1476,7342,1528,Technology  ==> internet security,1.6 BUSD,0.0 millions USD,,1500
1477,4910,1529,Fashion & Retail  ==> consumer goods,1.6 BUSD,0.001 millions USD,,1597
1478,4121,1530,"Fashion & Retail  ==> retail, investments",1.6 BUSD,0.0 millions USD,,1497
1479,1199,1531,"Diversified  ==> hotels, diversified",1.6 BUSD,-5.19 millions USD,,1435
1480,9391,1532,Manufacturing  ==> hearing aids,1.6 BUSD,0.0 millions USD,,1430
1481,9081,1533,Finance and Investments  ==> hedge funds,1.6 BUSD,0.0 millions USD,,1499
1482,2285,1534,Manufacturing  ==> air coolers,1.6 BUSD,0.0 millions USD,,1701
1483,3477,1535,"Finance and Investments  ==> banking, insurance",1.6 BUSD,0.0 millions USD,,1575
1484,9929,1536,Finance and Investments  ==> insurance,1.6 BUSD,0.0 millions USD,,1405
1485,9873,1537,Technology  ==> business software,1.6 BUSD,0.0 millions USD,,1399
1486,9738,1538,Finance and Investments  ==> hedge funds,1.6 BUSD,0.0 millions USD,,1501
1487,8270,1539,"Diversified  ==> real estate, manufacturing",1.6 BUSD,0.0 millions USD,,1510
1488,4518,1540,Finance and Investments  ==> mutual funds,1.6 BUSD,0.0 millions USD,,1502
1489,2261,1541,Technology  ==> photo sharing app,1.6 BUSD,0.0 millions USD,,1839
1490,6782,1542,"Diversified  ==> energy, banking, construction",1.6 BUSD,0.0 millions USD,,1722
1491,5864,1543,Fashion & Retail  ==> retail,1.6 BUSD,0.0 millions USD,,1906
1492,4199,1544,Logistics  ==> package delivery,1.6 BUSD,0.0 millions USD,,1968
1493,2521,1545,Finance and Investments  ==> finance,1.6 BUSD,0.0 millions USD,,1768
1494,9902,1546,Diversified  ==> diversified,1.6 BUSD,0.0 millions USD,,1782
1495,1756,1547,Technology  ==> online retail,1.6 BUSD,0.0 millions USD,,1209
1496,1408,1548,Fashion & Retail  ==> retail,1.6 BUSD,0.0 millions USD,,1625
1497,5040,1549,Finance and Investments  ==> electronic trading,1.6 BUSD,0.0 millions USD,,1590
1498,3652,1550,Energy  ==> oil services,1.6 BUSD,0.0 millions USD,,1530
1499,8699,1551,Finance and Investments  ==> private equity,1.6 BUSD,0.0 millions USD,,1529
1500,7308,1552,Energy  ==> oil refining,1.6 BUSD,0.0 millions USD,,1315
1501,7571,1553,Finance and Investments  ==> money management,1.6 BUSD,0.0 millions USD,,1392
1502,7069,1554,Technology  ==> e-commerce,1.6 BUSD,0.0 millions USD,,1703
1503,7398,1555,Fashion & Retail  ==> consumer goods,1.6 BUSD,0.001 millions USD,,1598
1504,2566,1556,Food and Beverage  ==> salsa,1.6 BUSD,0.0 millions USD,,1511
1505,4179,1557,Service  ==> EasyJet,1.6 BUSD,0.0 millions USD,,1474
1506,1477,1558,"Manufacturing  ==> elevators, escalators",1.6 BUSD,0.0 millions USD,,1520
1507,6331,1559,Finance and Investments  ==> hedge funds,1.6 BUSD,0.0 millions USD,,1498
1508,1106,1560,Finance and Investments  ==> money management,1.6 BUSD,-0.156 millions USD,,1545
1509,4934,1561,"Sports  ==> Charlotte Hornets, endorsements",1.6 BUSD,0.0 millions USD,,1458
1510,5709,1562,Technology  ==> social network,1.6 BUSD,0.0 millions USD,,2113
1511,6170,1563,Gambling & Casinos  ==> online games,1.6 BUSD,0.0 millions USD,,1568
1512,2226,1564,Finance and Investments  ==> Sears,1.6 BUSD,0.0 millions USD,,1350
1513,4486,1565,Fashion & Retail  ==> department stores,1.6 BUSD,0.0 millions USD,,1037
1514,2866,1566,Technology  ==> IT provider,1.6 BUSD,0.0 millions USD,,1238
1515,3059,1567,Healthcare  ==> pharmaceuticals,1.6 BUSD,0.0 millions USD,,1478
1516,2800,1568,Healthcare  ==> pharmaceuticals,1.6 BUSD,-0.001 millions USD,,1189
1517,9269,1569,"Diversified  ==> steel, diversified",1.6 BUSD,0.0 millions USD,,1324
1518,5014,1570,Food and Beverage  ==> agribusiness,1.6 BUSD,0.001 millions USD,,1788
1519,4430,1571,Fashion & Retail  ==> fashion,1.6 BUSD,0.0 millions USD,,1593
1520,3926,1572,"Diversified  ==> real estate, oil, cars, sports",1.6 BUSD,0.0 millions USD,,1453
1521,1690,1573,Energy  ==> oil refinery,1.6 BUSD,nan millions USD,,1453
1522,1570,1574,Logistics  ==> transportation,1.6 BUSD,0.0 millions USD,,1388
1523,1808,1575,Service  ==> fine jewelry,1.6 BUSD,0.0 millions USD,,1506
1524,9414,1576,Technology  ==> software,1.6 BUSD,0.0 millions USD,,1509
1525,2487,1577,Manufacturing  ==> appliances,1.6 BUSD,0.0 millions USD,,1666
1526,2029,1578,Finance and Investments  ==> investments,1.6 BUSD,0.0 millions USD,,1685
1527,1167,1579,Fashion & Retail  ==> H&M,1.6 BUSD,0.0 millions USD,,1654
1528,6991,1580,Fashion & Retail  ==> H&M,1.6 BUSD,-0.001 millions USD,,1656
1529,5510,1581,Metals & Mining  ==> steel pipes,1.6 BUSD,0.0 millions USD,,1558
1530,1596,1582,Manufacturing  ==> chemicals,1.6 BUSD,0.0 millions USD,,1415
1531,4074,1583,Finance and Investments  ==> finance,1.6 BUSD,0.0 millions USD,,1461
1532,1453,1584,Technology  ==> Facebook,1.6 BUSD,-0.001 millions USD,,1531
1533,6399,1585,Technology  ==> online retail,1.6 BUSD,0.0 millions USD,,1210
1534,8685,1586,Healthcare  ==> Pharmaceuticals,1.6 BUSD,0.0 millions USD,,2087
1535,3391,1587,Technology  ==> Pinterest,1.6 BUSD,0.0 millions USD,,1516
1536,7923,1588,Fashion & Retail  ==> H&M,1.6 BUSD,0.0 millions USD,,1657
1537,1621,1589,Finance and Investments  ==> hedge funds,1.6 BUSD,0.0 millions USD,,1485
1538,4264,1590,"Energy  ==> oil, fertilizers",1.6 BUSD,0.0 millions USD,,1835
1539,1529,1591,Telecom  ==> telecoms,1.6 BUSD,0.0 millions USD,,1806
1540,9718,1592,Manufacturing  ==> chemicals,1.6 BUSD,0.0 millions USD,,1550
1541,8697,1593,Technology  ==> lighting,1.6 BUSD,0.0 millions USD,,1327
1542,2779,1594,Food and Beverage  ==> Campbell Soup,1.6 BUSD,0.0 millions USD,,1587
1543,6787,1595,"Food and Beverage  ==> food, beverages",1.6 BUSD,0.0 millions USD,,1423
1544,4592,1596,"Food and Beverage  ==> food, beverages",1.6 BUSD,0.0 millions USD,,1368
1545,8912,1597,"Food and Beverage  ==> food, beverages",1.6 BUSD,0.0 millions USD,,1371
1546,8070,1598,"Food and Beverage  ==> food, beverages",1.6 BUSD,0.0 millions USD,,1389
1547,4495,1599,Technology  ==> software,1.6 BUSD,0.0 millions USD,,1305
1548,8612,1600,Manufacturing  ==> electronics,1.6 BUSD,0.001 millions USD,,1644
1549,1441,1601,Fashion & Retail  ==> retail,1.6 BUSD,0.001 millions USD,,1646
1550,8521,1602,Automotive  ==> auto parts,1.6 BUSD,0.0 millions USD,,1591
1551,6771,1603,Real Estate  ==> real estate,1.6 BUSD,0.0 millions USD,,1565
1552,2050,1604,"Diversified  ==> internet, auto parts",1.6 BUSD,nan millions USD,,1565
1553,9890,1605,Finance and Investments  ==> banking,1.6 BUSD,0.0 millions USD,,1622
1554,2179,1606,"Diversified  ==> real estate, retail",1.6 BUSD,0.001 millions USD,,1490
1555,7976,1607,Healthcare  ==> health clinics,1.6 BUSD,0.001 millions USD,,1186
1556,7635,1608,Metals & Mining  ==> mining,1.6 BUSD,0.0 millions USD,,1794
1557,8284,1609,Fashion & Retail  ==> fashion retail,1.6 BUSD,0.0 millions USD,,1548
1558,1856,1610,"Diversified  ==> apparel, real estate",1.6 BUSD,0.0 millions USD,,1467
1559,1305,1611,Manufacturing  ==> polyester,1.6 BUSD,0.0 millions USD,,2018
1560,9972,1612,Finance and Investments  ==> investments,1.5 BUSD,0.0 millions USD,,1853
1561,8988,1613,"Diversified  ==> hospitals, investments",1.5 BUSD,0.0 millions USD,,1484
1562,4726,1614,Energy  ==> oil,1.5 BUSD,0.0 millions USD,,1496
1563,9089,1615,Fashion & Retail  ==> shoes,1.5 BUSD,0.0 millions USD,,1512
1564,1677,1616,Fashion & Retail  ==> shoes,1.5 BUSD,0.0 millions USD,,1519
1565,9988,1617,Fashion & Retail  ==> shoes,1.5 BUSD,0.0 millions USD,,1513
1566,1141,1618,Fashion & Retail  ==> jewelry,1.5 BUSD,0.0 millions USD,,1653
1567,5547,1619,Technology  ==> online dating,1.5 BUSD,0.0 millions USD,,1537
1568,1173,1620,Food and Beverage  ==> Publix supermarkets,1.5 BUSD,0.0 millions USD,,1542
1569,2668,1621,Diversified  ==> diversified,1.5 BUSD,0.0 millions USD,,1606
1570,7801,1622,"Diversified  ==> mining, banking",1.5 BUSD,0.0 millions USD,,1539
1571,8312,1623,Diversified  ==> diversified,1.5 BUSD,0.0 millions USD,,1543
